Title,Product,Application ,Defect ID,Core Patch/Charts,Custom ms/Module/VM/Orchestration Zip,Comments/Instructions,Commit ID,Dependency,Released,Release Date,Item Type,Path
17.1.00,NEO,OUA,Build 2732 Baseline,"
Platform Charts (23.03):
 
attbsse-aua-10.4.2732-develop          
ms360-security-10.7.88-34
nap-common-10.6.368 -21
persistence-10.7.279-12
platform-10.7.225-50platform-config-10.7.96-6
","
Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/develop/2732/
 
Orchestration Zip:
 http://os-nexus2:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-develop-SNAPSHOT/orchestration-10.4.0.0.0-develop-20231010.130742-93-src.zip
","
TLC Version:
   ATT MSs Image: 
   Customization Image:
   ONI Image:
   Reference Env:
   Master IP =10.247.187.210
   Node1 IP =10.247.187.219
Backup Build:
Storage Build:
OUA   Simulators:att_simulators_17.1.tar",,,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.63,iPaaS,Sky-Smart,BSSE-74888,"
NA","
Module :
   Bsse-Smart :

bsse-bootstrap : 304
bsse-application : 304bsse-fallout-management : 304
 bsse-reconciliation : 304

","
NA","
0f440e846c0


",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.04,iPaaS,Sky-Smart,BSSE-74888,"
NA","
Module :

bsse-bootstrap : 305
bsse-application : 305bsse-fallout-management : 305
 bsse-reconciliation : 305
","
NA","
53fc881b1da
",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.63,MMap,MMAP,CDEX-257128,"
NA","
NA","
This change needs to be done on DR environment as well.
 
This is security defect. Vulnerability scan is happening for three TLS versions. We are going to keep only one TLS version which is TLSv1.2. Once the latest TLS version is configured, scan will not catch vulnerability for TLS version.
 
Please find attached document for deployment steps.
","
NA",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.04,MMap,MMAP,CDEX-257128,"
NA","
NA","
This change needs to be done on DR environment as well.
 
This is security defect. Vulnerability scan is happening for three TLS versions. We are going to keep only one TLS version which is TLSv1.2. Once the latest TLS version is configured, scan will not catch vulnerability for TLS version.
 
Please find attached document for deployment steps.
","
NA",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.04,MMap,MMAP,CDEX-262350,"
NA","
NA","
This fix is PET specific, in QE already it is available. As part of fix new token to connect to Azure AD account for PET has been updated.
","
da2a65f044e
",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.04,MMap,MMAP,CDEX-263802,"
NA","
NA","
This fix is PET specific, in QE already it is available. As part of fix Kafka Topic no. 9 for RTB has been changed to the correct branch.
","
2d0911b36e2
",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.04,MMap,MMAP,CDEX-264267,"
NA","
NA","
To avoid the multiple execution of the procedures the HPA of Nodered BPM and Nodered ATM set to 1
","
814b986022a
",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,BriteBill,BriteBill,"CDEX-260096 , CDEX-244224","
NA","
NA","
NA","
  16.6 BB MS Release
 commit –
73aeae89a4c
 
Platform hybrid release package
2.261.6
",NA,FALSE,10/8/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.64,D1,OC,CDEX-255855,"
HF#108","
NA","
NA","
f6faa464c0e
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,D1,OH,CDEX-262075,"
NA","
NA","
Instructions: 
 
Run below command on env: 
oc get pvc |grep nfs (For OCP)
or
kubectl get pvc |grep nfs (For Azure) 
 
This existing PVC we need to delete from the env (if present). This doesn't have critical data, so can be deleted. 
Then trigger runtime CD PL in order to recreate PVC.",8b49aace8f3,NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,D1,OC,CDEX-256516 CDEX-256793,"
HF#94","
NA","
NA","
4dc0f792ea2 
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,D1,OH, CDEX-263863 CDEX-258961,"
HF#38","
NA","
NA","
137cc18b5f2 along with77a7c4c3c6e/94d46519110
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,R1,RTB,,"
HF#67","
NA","
NA","
b082ddba259
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,D1,OC,NA,"
Mass Mgmt HF#14
","
NA","
NA","
ac8a801b2fb
",,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,D1,OC,NA,"
Care HF#42
","
NA","
NA","
bf95ef17b8e
",,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,D1,OC,NA,"
Common Services HF#4
","
NA","
NA","
593f348cd87
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,C1;#D1;#R1,OC;#C1;#OH;#RTB,NA,"
MPP version#137
","
NA",(please run all 3 Pipelines in INSTALL mode),"
 1bcf01a4346
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.05,MMap,MMAP,CDEX-259621,"
NA","
16.6.21
","
The mapping of the field ITEM_PRICE_ID was fixed on the Promotion Alteration evaluation of the data source.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.65,MMap,MMAP,CDEX-259621,"
NA","
15.5.39
","
The mapping of the field ITEM_PRICE_ID was fixed on the Promotion Alteration evaluation of the data source.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.65,iPaaS,SkyFM;#Sky-Smart,CDEX-260613 ,"
NA","
bsse-bootstrap:5607
","
NA","
e394937ab2e
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.06,iPaaS,Sky-View;#SkyFM,CDEX-260613,"
NA","
bsse-bootstrap:5608
","
NA","
a4ac17a1796
",,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.06,iPaaS,Sky-Force;#SkyFM,CDEX-263913,"
NA","
BUILD_ITR16.6_o2awf8085
","
NA","
6dc3bb6b6bb
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.06,D1,OH,CDEX-262075,"
NA","
NA","
Instructions:
 
Run below command on env:
 
oc get pvc |grep nfs (For OCP)
or
kubectl get pvc |grep nfs (For Azure)
 
This existing PVC we need to delete from the env (if present). This doesn't have critical data, so can be deleted. 
 
Again use below command to check if PVC was deleted successfully or not
 
oc get pvc |grep nfs (For OCP)
or
kubectl get pvc |grep nfs (For Azure)
 
Please confirm in tokenReplacer.yaml below value:
 
PVC_STORAGE_CLASSNAME: nfs-sc (For OCP)
or
PVC_STORAGE_CLASSNAME: fixed-sharedfs-sc (For Azure)
 
Then trigger runtime CD PL in order to recreate PVC.
","
8b49aace8f3
 
 e333a11e169
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.06,MMap,MMAP,CDEX-263974,"
NA","
16.6.20
","
The loader was using different date format, it has been fixed now.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.65,MMap,MMAP,CDEX-262316,"
NA","
NA","
This defect opened against Apache log4j vulnerability in NPRD and PROD environment. As part of PI15 fix, delivery team will fix it through RN. For PI16 and higher environments, fix has been provided in ITR 17.1. Once it is fixed in PI15, it will be carried over to PI16 as well.Please follow attached document to handle the vulnerability
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.06,BriteBill,BriteBill, CDEX-254800 CDEX-253684,"
NA","
NA","
Please follow these steps for the CDEX-253684 fix post deployment.

(ONDEMAND_RENDER_DOCUMENT_REQUEST Autorhization.docx)



 Instructions for commit id 6 Billops module change and conf change 

 Make sure tmpJsonFolderForIBP directory is present at /data/share location. If not create it and create a softlink to a folder in /data/britebill

 Commands:mkdir /data/share/ tmpJsonFolderForIBPln -s /data/share/tmpJsonFolderForIBP/ /data/britebill/
","
Please refer these commits for PI16 config changes
 
1.      CB index connectivity (CDEX-254800), -a90793d548f


2.      ED version updated -4344c4aa49e

 
3.      Adopt new token for CB cluster –c1d6b8e39ab

 
4.      Kafka replication change -4bee0a8a070

 
5.      Upgrade helm version -4fe1a41722b
 
6.      Billops module change and conf change -fa5f68a079d


",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07,MMap,MMAP,CDEX-264697,"
NA","
NA","
The queries of the rule are taking huge time hence the index was created.
","
81d00c2afdb
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.66,R1,RTB,CDEX-263534,"
NA","
NA","
NA","
3d405369b03
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07,R1,RTB,CDEX-263534,"
NA","
NA","
NA","
7ed66b0f81d
f9748c98553
09420d4d3d6
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07,R1,RTB,BSSE-85933,"
NA","
In Impact appconfig:
com:
  amdocs:
    billing:
      ms:   processOrderInPrevCycle: false
","
NA","

43ae83608aa
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07,R1,RTB,CDEX-262344,"
NA","
NA","
OOM cbkc acbr-Adding recommended config in NFT folder and reverting changes from custom default folder.

","
e904c529a3f
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07,D1,OC,CDEX-264372,"
NA","
NA","
NA","
e48476944dc
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07,C1;#D1;#R1,OC;#C1;#OH;#RTB,NA,"
NA","
NA","
amd-apigw-stack MS fix
","
da1e9a2af77
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07,D1,OH,NA,"
NA","
NA","
Removing orderworkflow-liteorchestrator MS as we don’t use it
","
8ca72b0cfd4
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.66,MMap,MMAP,CDEX-260665,"
NA","
15.5.40
","
Due to incorrect filter the reject and re run functionality was not supported. Fixed the code to support reject and re run of BA. This has been delivered in ITR 16.3 and already deployed in NPRD environments, so not required to merge in upper environment.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.66 - CANCELLED,MMap,MMAP,CDEX-262656 ,"
NA","
NA","
This change needs to be done on DR environment as well.
 
Fix of this issue has been provided in NR Automation docker image.
 Please deploy below mentioned NR Automation docker image:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.5.4019
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.07 - CANCELLED,MMap,MMAP,CDEX-262656,"
NA","
NA","
This change needs to be done on DR environment as well.
 
Fix of this issue has been provided in NR Automation docker image.
 Please deploy below mentioned NR Automation docker image:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.6.4019
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.08,MMap,MMAP,CDEX-261682,"
NA","
16.6.22
","
To fix this issue, created index on table ds_rtb_unbilled_extract.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.08,BriteBill,BriteBill,CDEX-242538,"
NA","
NA","
Specific for multimode env
","
HPA Config-     9516b8002a2
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.08,MMap,MMAP,CDEX-264682,"
NA","
16.6.23
","
Dmtx3globalparameter entry has been made to fix the issue.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.08,MMap,MMAP,CDEX-262376,"
NA","
NA","
Data is not getting loaded from DS_CG_INVENTORY to DS_CG_CURRENT_INVENTORY. Indexes have been created to fix the issue.
","
7b2ff11a537
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.08,MMap,MMAP,CDEX-263120,"
NA","
16.6.24
","
To fix this issue conditions in view has been corrected as per new requirement.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,C1;#D1;#R1,OC;#C1;#OH;#RTB,NA,"
NA","
NA","
ngnix plus and dynatrace upgrade - 


instructions attached
**only for pet and prod**

","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-261272,"
NA","
NA","
increase Kafka cpu  ****only for pet and prod****
Please compare and merge cid.yaml from ATT_MPDK_3_1_0 branch for kafka module.

","

1)3f1387bb79d
2)0b99588cb81
3)24d18037468
4)d58cacccbf8
5)e0287d19b1c
6)61d2174c715
7)0a05c9f52aa
8)010a28c9af3
9)b565ff7d7cc
10)7b2f27dcf8e
11)d24782ac3c2
12)97de61e4099
13)90a63e9201b
14)f4d943f9237
15)7829857e223
16)6da9d650aed
17)c62c3a3465f
18)2edfe0e6af2
19)bd054839f1a
20)4142537c28c
21)0c04d2fc1a4
22)ec9c8478f8e
23)a7f459ee11b
24)1dd70da560c
25)8ec6d91c949
26)5ccd120e3d2
27)f2eb1e1a3c7
28)6aed621928c
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-261729,"
NA","
NA","
Restart es pods one at a time after running the BS PL for changes to take effect.This is applicable only for PET & PROD
","
35af884bd60
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.67,R1,RTB,CDEX-255283 CDEX-264168,"
HF#151","
NA","
NA","
a994f8550d7
",,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.67,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-255283,"
MPP version # 140","
NA","
NA","
ede66fa0d72(please run all 3 Pipelines in INSTALL mode)
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,D1,OC,NA,"
HF#96","
NA","
NA","
84c0d3e604d
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,D1,OH,CDEX-263863,"
HF#41","
NA","
NA","
84c0d3e604d
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,D1,OC,NA,"
Mass Mgmt HF#15","
NA","
NA","
84c0d3e604d
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,D1,OC,NA,"
Care HF#43","
NA","
NA","
84c0d3e604d
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.09,C1;#D1;#R1,OC;#C1;#OH;#RTB,NA,"
MPP version # 140","
NA","
NA","
220e345398f
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.68,R1,RTB,CDEX-265963,"
NA","
NA","
NA","
56aea00cda3

",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.10,R1,RTB,CDEX-265963,"
NA","
NA","
NA","
f05035abc4b
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.68,MMap,MMAP,CDEX-265916,"
NA","
NA","
This change needs to be done on DR environment as well.
 Kafka & Tx3 pod memory needs to increase to resolve this issue.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.10,MMap,MMAP,CDEX-265916,"
NA","
NA","
This change needs to be done on DR environment as well.
 Kafka & Tx3 pod memory needs to increase to resolve this issue.
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.10,MMap,MMAP,CDEX-258642,"
Yes","
NA","
This fix needs to go in DR environment as well.
 
Core has provided upgraded build for PI16 to fix 504 error which is coming on Audit GUI intermittently.
 Audit:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-audit%2Ftags%2Fv9.4.6.3118
Mgt:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-mgt%2Ftags%2Fv9.4.6.3118
TX3:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Ftx3%2Ftags%2Fv9.4.6.3118
Nodered ATM:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.6.3111
Nodered BPM:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-bpm%2Ftags%2Fv9.4.6.3113
","
NA",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.10,D1,OC,CDEX-265881,"
NA","
commoncust-subdomain : 16.6.4
","
NA","
8c0f3be5b5b
",NA,FALSE,10/15/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.68 - CANCELLED,NEO,OSO,CDEX-252521,"
oni-federation- 1.0.699-48
onsi-2.0.1461-66
ops-ui-1.0.837-14
run-time-catalog-1.0.289-23
persistence-10.7.242
platform-10.7.193-1
platform-config-10.7.87ms360-security-10.7.79
nap-common-10.6.349-3
","
Orchestration Zip :http://os-nexus2:8081/repository/att.maven.snapshot/com/amdocs/oss/att/customization/att-orchestration/10.4-Support1-SNAPSHOT/att-orchestration-10.4-Support1-20231020.135316-26-src.zip
","
TLC Version:  10.4.380-Support1
Reference Images:
ATT MSs Image: 10.4-Support1-SNAPSHOT-135
Customization Image: 10.4-Support1-SNAPSHOT-242
ONI Image: 10.4-Support1-SNAPSHOT-25
 
Reference Env:
Master IP = 10.247.25.15
Node1 IP = 10.247.25.35
 
Backup Build:
http://os-delivery-jenkins:8080/job/Utility/job/NexusUtility/job/backupOldCharts/48/
Storage Build: (It’s getting failed)
http://ilososp030.corp.amdocs.com:7070/view/ATT/job/ATT_Storage_Creation_10.4/283/Note :-This build is from Core Version 22.12
","
NA",NA,FALSE,10/22/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.10,BriteBill,BriteBill,CDEX-264354,"
NA","
NA","
NA","
  16.6 BB MS Release
 commit –
b6d828b1886
 
Platform hybrid release package
2.261.7
",NA,FALSE,10/22/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.68,D1,OH,CDEX-264040,"
NA","
NA","
NA","
85c943c40ac25f47e2ec93
",NA,FALSE,10/22/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.10,D1,OH,CDEX-264040,"
NA","
NA","
NA","
77c906f04b690ad2fd82cd
",NA,FALSE,10/22/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.69,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-266700,"
NA","
NA","
NA","
5b3e72ba369 
",NA,FALSE,10/23/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.11,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-266700,"
NA","
NA","
NA","
5f3ec75265d
",NA,FALSE,10/23/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.69,D1,OC,CDEX-264410,"
NA","
NA","
NA","
ad04cc277d1
",NA,FALSE,10/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.11,D1,OC,CDEX-264410,"
NA","
NA","
NA","
4f105340641
",NA,FALSE,10/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.13,R1,RTB,CDEX-266780,"
NA","
cfm-bridge : 16.6.21
","
NA","
cae576cdd7b
",NA,FALSE,10/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,MMap,MMAP,CDEX-266749,"
No","
16.6.27
","
To fix this defect filter condition of view definition has been added.
","
NA",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,MMap,MMAP,CDEX-266068,"
Yes","
NA","
This fix needs to go in DR environment as well.
 
Core has provided upgraded build for PI16 to fix timeout error on MMAP Audit UI .
 
Audit:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-audit%2Ftags%2Fv9.4.6.3120
TX3:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Ftx3%2Ftags%2Fv9.4.6.3120
MGT:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-mgt%2Ftags%2Fv9.4.6.3120
NR BPM:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-bpm%2Ftags%2Fv9.4.6.3120
NR ATM:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.6.3120
GUI Build:\\cvstor\Apps-Versions\Releases\9.4.6\bbMoneyMap\Build 3120 - 22102023_1455\
","
NA",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,D1,OC,CDEX-266444,"
HF#98","
NA","
NA","
3d0a4de1b8c
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,iPaaS,Sky-Smart;#Sky-Force,CDEX-265634 ,"
NA","
SKY-FM/bsse-smart
 SKY-FM/sky-force



ITR16.6/bsse-bootstrap
ITR16.6/bsse-application
ITR16.6/bsse-fallout-management
ITR16.6/bsse-reconciliation
 ITR16.6/o2aportalui

","
NA","
c0cc61ed90e

f828a92fb10
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,C1;#D1;#R1,OC;#C1;#OH;#RTB,NA,"
MPP version # 141","
NA","
(please run all 3 Pipelines in INSTALL mode)","
09c31920f17
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,D1,OC,NA,"
Common Services HF#5
","
NA","
NA","
8ff0d1a726d
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,D1,OC,NA,"
Care HF#45","
NA","
NA","
bb5f7bceccc
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,D1,OC,NA,"
Mass Mgmt  HF#16","
NA","
NA","
86cf82be8ed
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,D1,OH,NA,"
HF#42","
NA","
NA","
66546cc7b1e
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,MMap,MMAP,CDEX-266285,"

","
16.6.26
",Fix for this defect has been provided by Renaming columns on the DS_CFM_824_WRITEOFF table,"
NA",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.13,R1,RTB,CDEX-267187,"
HF#72","
NA","
NA","
27ffd0c05db
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.12,MMap,MMAP,CDEX-265463,"
No","
16.6.29
","
Fix for this defect Cycle start and end date related report tables have been modified.
","
NA",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.14,iPaaS,Sky-Smart,CDEX-267210,"
NA","
Module :
   Bsse-Smart :    bsse-fallout-management :  354
","
NA","
ca2abce8319
",Day 0,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.14 - Cancelled,MMap,MMAP,CDEX-265463,"
NA","
16.6.29
","
Fix for this defect Cycle start and end date related report tables have been modified.
","
NA",,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.14,MMap,MMAP,CDEX-264977,"
NA","
16.6.25
","
This fix needs to be deployed in DR environment as well.
 
Adapted changes in NR flow to show converted time and created view to support timezone changes for Cycle monitor page.
 NR ATM docker:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.6.4030
","
NA",Day 0,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.14,BriteBill,BriteBill,CDEX-265871,"
NA","
NA","
Specific for multimode env
","
VCR memory change-
6700feac0f2
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.14,MMap,MMAP,CDEX-253392,"
NA","
NA","
Fix for this defect changes have been done in MSTR. We need to deploy below MSTR deployment package.
 CDEX-253392_Audit - Quick View.mmp
","
2c6a1971935
",Day 0,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.14,MMap,MMAP,CDEX-262656,"
NA","
NA","
This fix needs to be deployed in DR environment as well.
 
Fix has been provided as part of NR Automation docker image.
 NR ATM docker:https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.7.2193
","
NA",Day 0,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.14,iPaaS,Sky-View,BSSE-84338 BSSE-79669 BSSE-79669,"
NA","
NA","
NA","
0ee635adf23
",NA,FALSE,10/25/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.15,MMap,MMAP,,"
NA","
16.6.30
","

To fix this defect SP MM_PSGN_UPDATE_RULE_STATUS has been modified.
","
NA",Day 0,FALSE,10/26/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.15,MMap,MMAP,CDEX-267597,"
NA","
NA","
To fix this defect need to remove KAFKA.CONSUMER_NAME parameter from TX3 & Kafka.config file.
","
NA",Day 0 ,FALSE,10/26/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.15,BriteBill,BriteBill,CDEX-266733,"
NA","
NA","
NA","
  16.6 BB MS Release
 commit –
a6570c60270
 
Platform hybrid release package
2.261.8
",NA,FALSE,10/26/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.15,R1,RTB,CDEX-267438 BSSE-84422,"
HF#73","
NA","
NA","
8c7373d1b1a
",Day 0,FALSE,10/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.15,D1,OC,NA,"
NA","
NA","
NA","
8c7373d1b1a
",NA,FALSE,10/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
